Ensembl,HGNC,Entrez,TNBC1,TNBC2,TNBC3,TNBC4,TNBC5,TNBC6,TNBC7,TNBC8,TNBC9,TNBC10,Normal1,Normal2,Normal3,Normal4,Normal5,Normal6,Normal7,Normal8,Normal9,Normal10
ENSG00000136295,TTYH3,80727.00,1484.00,5253.00,4684.00,5412.00,1385.00,8150.00,1925.00,3435.00,1899.00,3460.00,1353.00,3031.00,1228.00,678.00,1490.00,794.00,852.00,536.00,2176.00,742.00
ENSG00000104267,CA2,760.00,130.00,417.00,3695.00,2427.00,1093.00,1837.00,277.00,282.00,168.00,1473.00,930.00,81.00,1155.00,116.00,640.00,1845.00,590.00,8963.00,675.00,93.00
ENSG00000160209,PDXK,8566.00,3802.00,6343.00,1673.00,1942.00,1731.00,2472.00,1149.00,6256.00,3791.00,3858.00,2729.00,4955.00,2272.00,8891.00,4406.00,2732.00,4335.00,2590.00,3428.00,6964.00
ENSG00000116209,TMEM59,9528.00,3376.00,5206.00,3518.00,11276.00,7633.00,3891.00,4202.00,4838.00,2299.00,4987.00,7989.00,5203.00,5933.00,6142.00,7553.00,7058.00,5957.00,7086.00,6808.00,6192.00
ENSG00000169813,HNRNPF,3185.00,9671.00,4233.00,3365.00,5819.00,6594.00,5295.00,8372.00,7238.00,5674.00,6585.00,3734.00,2782.00,3720.00,2667.00,3562.00,4037.00,3214.00,3841.00,5425.00,2076.00
ENSG00000224501,HSPA1B,3304.00,9125.00,3614.00,4300.00,2557.00,1117.00,1724.00,1514.00,1659.00,5535.00,4583.00,1713.00,1055.00,1388.00,2757.00,1717.00,2105.00,1054.00,1242.00,2023.00,879.00
ENSG00000008283,CYB561,1534.00,3167.00,3089.00,2155.00,8225.00,4368.00,1819.00,2411.00,4756.00,2576.00,1138.00,2525.00,1141.00,2165.00,543.00,2561.00,1983.00,1872.00,2095.00,7594.00,921.00
ENSG00000104738,MCM4,4173.00,3958.00,4158.00,989.00,2895.00,5181.00,5953.00,5850.00,4018.00,4146.00,2353.00,656.00,478.00,786.00,221.00,562.00,639.00,971.00,570.00,1290.00,293.00
ENSG00000147649,MTDH,92140.00,5847.00,5952.00,6629.00,3598.00,9749.00,6763.00,7504.00,3550.00,4269.00,3505.00,2253.00,3187.00,3458.00,3853.00,2453.00,3021.00,4878.00,2900.00,2055.00,3671.00
ENSG00000113369,ARRDC3,57561.00,2085.00,1456.00,1569.00,1406.00,3019.00,1191.00,1420.00,1492.00,1129.00,1371.00,2513.00,2531.00,9760.00,2461.00,2456.00,4290.00,3346.00,5712.00,3063.00,2518.00
ENSG00000256612,CYP2B7P1,1556.00,0.00,2.00,12.00,3.00,9079.00,8.00,0.00,5.00,0.00,423.00,402.00,19.00,81.00,62.00,538.00,17.00,138.00,224.00,435.00,64.00
ENSG00000144674,GOLGA4,2803.00,5297.00,2715.00,1563.00,2000.00,6602.00,9106.00,1898.00,1363.00,5982.00,2917.00,2923.00,3298.00,3775.00,5162.00,2024.00,4196.00,3920.00,3148.00,1520.00,5279.00
ENSG00000198561,CTNND1,1500.00,6893.00,5969.00,6036.00,6911.00,11107.00,6552.00,9588.00,5416.00,5400.00,5541.00,7170.00,5950.00,12076.00,7283.00,5764.00,10543.00,8605.00,8856.00,8015.00,6369.00
ENSG00000121064,SCPEP1,59342.00,1476.00,5496.00,2512.00,4882.00,9830.00,5110.00,540.00,5761.00,1909.00,2400.00,5195.00,2850.00,3004.00,2855.00,3847.00,4534.00,2506.00,4070.00,3802.00,3137.00
ENSG00000138760,SCARB2,950.00,3738.00,4923.00,4156.00,6799.00,7345.00,7447.00,4674.00,4145.00,3610.00,3539.00,6266.00,8006.00,7721.00,7875.00,7476.00,10224.00,8098.00,8223.00,5415.00,8891.00
ENSG00000196091,MYBPC1,4604.00,309.00,3.00,32.00,26.00,4446.00,4.00,227.00,8151.00,1113.00,29.00,2442.00,0.00,369.00,0.00,953.00,1217.00,22.00,1377.00,419.00,0.00
ENSG00000082153,BZW1,9689.00,4265.00,4625.00,2725.00,3606.00,6046.00,3843.00,9507.00,5231.00,10856.00,2855.00,4747.00,4431.00,3735.00,3945.00,4031.00,4365.00,4904.00,4015.00,4757.00,3771.00
ENSG00000147677,EIF3H,8667.00,4937.00,5561.00,7242.00,6984.00,7341.00,3111.00,10065.00,8131.00,7520.00,10040.00,5178.00,3886.00,4550.00,4141.00,5172.00,3876.00,4807.00,5511.00,5605.00,3846.00
ENSG00000143387,CTSK,1513.00,2975.00,5565.00,883.00,593.00,6023.00,5671.00,1045.00,1710.00,1260.00,599.00,6221.00,5594.00,2693.00,2351.00,5469.00,3840.00,3490.00,4266.00,1735.00,4597.00
ENSG00000082898,XPO1,7514.00,5586.00,3657.00,3011.00,4234.00,4775.00,6503.00,10998.00,4940.00,6218.00,5130.00,2767.00,3439.00,3981.00,3248.00,2297.00,3302.00,2754.00,3326.00,2748.00,2846.00
ENSG00000166197,NOLC1,9221.00,7845.00,3590.00,1637.00,2926.00,1541.00,3945.00,6897.00,6315.00,4029.00,5127.00,2466.00,1187.00,2374.00,1166.00,1624.00,2210.00,2033.00,2020.00,2746.00,1084.00
ENSG00000153071,DAB2,1601.00,1259.00,1347.00,1055.00,290.00,1560.00,2078.00,839.00,611.00,468.00,664.00,2340.00,8750.00,2251.00,4325.00,3336.00,2303.00,2195.00,2522.00,1379.00,5218.00
ENSG00000157617,C2CD2,25966.00,863.00,1140.00,545.00,448.00,904.00,872.00,614.00,975.00,666.00,1244.00,810.00,5436.00,1047.00,4490.00,3206.00,1277.00,2690.00,1690.00,876.00,8086.00
ENSG00000139083,ETV6,2120.00,2072.00,2362.00,1918.00,3421.00,1035.00,3062.00,3022.00,9906.00,2300.00,1527.00,2266.00,613.00,3735.00,647.00,1293.00,2594.00,1524.00,1969.00,2339.00,516.00
ENSG00000102024,PLS3,5358.00,4507.00,8841.00,2894.00,1072.00,2439.00,4684.00,4265.00,2590.00,3944.00,2151.00,3319.00,6274.00,2800.00,7151.00,4357.00,4456.00,4826.00,5822.00,2143.00,7158.00
ENSG00000112715,VEGFA,7422.00,1672.00,5828.00,9172.00,1527.00,1776.00,4265.00,2432.00,1561.00,2627.00,2672.00,978.00,1546.00,1470.00,1911.00,1004.00,1077.00,2058.00,1025.00,1196.00,1979.00
ENSG00000094916,CBX5,23468.00,2553.00,2732.00,1766.00,9253.00,3178.00,2450.00,7561.00,6090.00,4028.00,1031.00,2353.00,2760.00,3541.00,2656.00,2389.00,4216.00,3673.00,2923.00,3153.00,2300.00
ENSG00000124767,GLO1,2739.00,1943.00,3744.00,3655.00,4305.00,2084.00,5470.00,9775.00,2433.00,5110.00,6765.00,2251.00,2174.00,2229.00,2455.00,2330.00,2348.00,3303.00,2522.00,3167.00,2141.00
ENSG00000164292,RHOBTB3,22836.00,485.00,1242.00,917.00,1899.00,2540.00,1763.00,556.00,908.00,404.00,624.00,1604.00,5804.00,1851.00,7299.00,1966.00,1483.00,3603.00,2460.00,613.00,5899.00
ENSG00000214078,CPNE1,8904.00,3742.00,2510.00,3189.00,1721.00,1584.00,906.00,5941.00,4948.00,8846.00,4796.00,2128.00,1873.00,1960.00,1415.00,1917.00,1673.00,1712.00,1085.00,2652.00,1481.00
ENSG00000065911,MTHFD2,10797.00,3328.00,2524.00,1415.00,2979.00,2438.00,2839.00,8868.00,3217.00,4061.00,1390.00,1115.00,653.00,673.00,294.00,649.00,985.00,844.00,733.00,1108.00,350.00
ENSG00000073921,PICALM,8301.00,3665.00,4603.00,2859.00,2568.00,4534.00,5870.00,6083.00,3361.00,4221.00,9912.00,4177.00,6444.00,4483.00,8350.00,5063.00,4723.00,6127.00,5636.00,3161.00,8701.00
ENSG00000196821,C6orf106,64771.00,2846.00,6654.00,2679.00,4721.00,3426.00,8815.00,4977.00,4459.00,6473.00,9131.00,2546.00,3984.00,2890.00,6081.00,4101.00,3011.00,3890.00,2955.00,2800.00,5466.00
ENSG00000101421,CHMP4B,128866.00,4322.00,4018.00,3161.00,3704.00,2926.00,1490.00,1941.00,9367.00,3648.00,8681.00,3944.00,2511.00,2676.00,2183.00,3523.00,2838.00,3052.00,2835.00,3964.00,2770.00
ENSG00000197451,HNRNPAB,3182.00,3972.00,3846.00,7020.00,8870.00,2779.00,3550.00,4981.00,5664.00,3239.00,4111.00,2898.00,1781.00,1879.00,1497.00,2326.00,1589.00,1981.00,1771.00,3861.00,1505.00
ENSG00000068697,LAPTM4A,9741.00,9316.00,11662.00,5044.00,10952.00,6204.00,7675.00,7734.00,6341.00,7048.00,11862.00,10438.00,11624.00,8459.00,8350.00,9861.00,8644.00,9860.00,10081.00,8920.00,11099.00
ENSG00000255529,GCOM1,145781.00,42.00,295.00,138.00,305.00,49.00,196.00,78.00,91.00,52.00,92.00,295.00,2349.00,849.00,5527.00,1866.00,1046.00,2979.00,1908.00,317.00,7238.00
ENSG00000143799,PARP1,142.00,5630.00,8438.00,4795.00,8565.00,6225.00,4156.00,6822.00,6474.00,5458.00,4224.00,3258.00,2803.00,2811.00,2966.00,3129.00,2703.00,2599.00,2527.00,3676.00,2520.00
ENSG00000106034,C7orf58,79974.00,80.00,67.00,54.00,5.00,201.00,239.00,44.00,62.00,44.00,20.00,257.00,2831.00,944.00,7192.00,1309.00,952.00,2624.00,1330.00,113.00,5454.00
ENSG00000082175,PGR,5241.00,16.00,341.00,29.00,6.00,34.00,40.00,23.00,5.00,4.00,24.00,2335.00,121.00,7948.00,340.00,1150.00,1145.00,779.00,4271.00,2355.00,253.00
ENSG00000124212,PTGIS,5740.00,446.00,745.00,829.00,839.00,246.00,1387.00,235.00,180.00,492.00,112.00,1219.00,8643.00,679.00,2072.00,3466.00,1042.00,2723.00,2350.00,296.00,3281.00
ENSG00000158417,EIF5B,9669.00,6566.00,6622.00,7794.00,7167.00,3576.00,4533.00,9095.00,5869.00,7144.00,6497.00,3983.00,3293.00,2751.00,3479.00,3927.00,3153.00,3136.00,3285.00,2386.00,4931.00
ENSG00000120708,TGFBI,7045.00,5335.00,7581.00,3118.00,866.00,1348.00,4079.00,1209.00,5354.00,2227.00,1647.00,2925.00,8230.00,3054.00,2810.00,3245.00,2022.00,3028.00,2470.00,2878.00,3723.00
ENSG00000242335,CFB,629.00,867.00,2705.00,234.00,61.00,143.00,3063.00,357.00,4474.00,1096.00,282.00,5550.00,3595.00,1364.00,465.00,4497.00,2899.00,3115.00,2650.00,6447.00,741.00
ENSG00000123349,PFDN5,5204.00,2197.00,2898.00,4356.00,4661.00,2056.00,1458.00,2068.00,7137.00,2488.00,5334.00,7826.00,5930.00,4448.00,4554.00,7287.00,5432.00,3970.00,6426.00,6681.00,5826.00
ENSG00000173511,VEGFB,7423.00,397.00,1883.00,1990.00,1186.00,2372.00,1114.00,421.00,1447.00,1127.00,1513.00,1685.00,4461.00,1244.00,7360.00,4753.00,1501.00,3504.00,2526.00,1245.00,6650.00
ENSG00000077097,TOP2B,7155.00,6320.00,4094.00,2091.00,2708.00,5557.00,5821.00,3436.00,2732.00,11043.00,2688.00,4036.00,3386.00,4944.00,3602.00,3250.00,5736.00,4484.00,4038.00,4092.00,3580.00
ENSG00000132561,MATN2,4147.00,108.00,191.00,591.00,79.00,97.00,284.00,614.00,311.00,168.00,99.00,4148.00,4907.00,3544.00,4450.00,3041.00,3969.00,3040.00,4354.00,3905.00,4207.00
ENSG00000125107,CNOT1,23019.00,4127.00,6028.00,1989.00,3406.00,9321.00,7722.00,5623.00,7362.00,7570.00,3542.00,2849.00,3860.00,5025.00,4527.00,2793.00,5383.00,3910.00,3603.00,2953.00,4763.00
ENSG00000095139,ARCN1,372.00,3256.00,4341.00,2313.00,4508.00,11507.00,6781.00,4436.00,6249.00,2691.00,3221.00,3704.00,4208.00,4485.00,5011.00,4168.00,3894.00,4478.00,4814.00,3665.00,5768.00
ENSG00000115648,MLPH,79083.00,26.00,282.00,921.00,173.00,2777.00,218.00,106.00,361.00,49.00,182.00,5830.00,261.00,3137.00,320.00,3089.00,4016.00,3770.00,2906.00,5335.00,336.00
ENSG00000102898,NUTF2,10204.00,3100.00,2534.00,5292.00,1958.00,1690.00,1744.00,8958.00,3744.00,3820.00,2829.00,1509.00,1146.00,948.00,1070.00,1416.00,894.00,1087.00,1083.00,1788.00,1252.00
ENSG00000007237,GAS7,8522.00,541.00,452.00,196.00,61.00,1130.00,1013.00,1044.00,206.00,200.00,152.00,1424.00,8653.00,2274.00,2061.00,2147.00,1218.00,3917.00,1708.00,1257.00,2867.00
ENSG00000183255,PTTG1IP,754.00,9016.00,8273.00,3828.00,9740.00,5381.00,6656.00,5715.00,6624.00,9676.00,9470.00,7743.00,4784.00,5376.00,3973.00,6585.00,5550.00,5595.00,5843.00,8204.00,3922.00
ENSG00000136238,RAC1,5879.00,5225.00,6571.00,6484.00,5145.00,7330.00,13459.00,9873.00,5771.00,5923.00,8142.00,6350.00,6584.00,5336.00,5751.00,6214.00,5577.00,5567.00,6300.00,5812.00,6011.00
ENSG00000005884,ITGA3,3675.00,367.00,2619.00,514.00,272.00,801.00,1258.00,346.00,354.00,1135.00,201.00,4586.00,632.00,3215.00,890.00,2138.00,2216.00,1669.00,2461.00,8294.00,613.00
ENSG00000125398,SOX9,6662.00,6590.00,3074.00,5177.00,991.00,940.00,2125.00,5911.00,5059.00,3784.00,2369.00,1937.00,96.00,4439.00,237.00,1676.00,2565.00,1369.00,2987.00,3558.00,184.00
ENSG00000127922,SHFM1,7979.00,1973.00,2343.00,8332.00,5494.00,1549.00,1752.00,3178.00,2596.00,2078.00,5362.00,1472.00,1294.00,798.00,996.00,1414.00,1036.00,884.00,1228.00,1542.00,1099.00
ENSG00000197702,PARVA,55742.00,1256.00,1963.00,1704.00,1346.00,2196.00,2606.00,1773.00,1392.00,1703.00,1081.00,2412.00,5892.00,3294.00,7899.00,3295.00,2699.00,4404.00,2980.00,1862.00,7005.00
ENSG00000065427,KARS,3735.00,5972.00,3876.00,3641.00,3217.00,3204.00,3081.00,8893.00,8235.00,6867.00,3642.00,3058.00,3128.00,2500.00,3149.00,2746.00,2542.00,2346.00,2547.00,3378.00,2933.00
ENSG00000124486,USP9X,8239.00,3139.00,3544.00,1899.00,3074.00,10244.00,6131.00,5857.00,3126.00,6029.00,6177.00,3292.00,4979.00,4331.00,6055.00,3274.00,4193.00,5112.00,3580.00,2727.00,6830.00
ENSG00000196914,ARHGEF12,23365.00,2268.00,5174.00,2715.00,2620.00,8516.00,5586.00,2373.00,1861.00,1920.00,1816.00,3904.00,4371.00,5829.00,4999.00,3297.00,7680.00,5545.00,5382.00,2960.00,4649.00
ENSG00000225859,BAT1,7919.00,5200.00,4958.00,7219.00,6799.00,2178.00,4467.00,11177.00,5488.00,8645.00,4471.00,6653.00,3774.00,5102.00,4348.00,5015.00,6068.00,5315.00,5165.00,5956.00,3537.00
ENSG00000014216,CAPN1,823.00,3824.00,7870.00,1867.00,2826.00,2997.00,7503.00,1200.00,4786.00,5765.00,6082.00,4711.00,2685.00,3659.00,2261.00,4335.00,3049.00,2830.00,2926.00,6834.00,2152.00
ENSG00000167779,IGFBP6,3489.00,83.00,127.00,202.00,46.00,42.00,87.00,29.00,34.00,35.00,15.00,1773.00,5676.00,756.00,1402.00,6479.00,730.00,1910.00,3452.00,1018.00,3161.00
ENSG00000230763,HLA-DPB1,3115.00,4891.00,6152.00,1089.00,582.00,1690.00,3830.00,522.00,7457.00,2119.00,2533.00,5322.00,3105.00,1262.00,2205.00,4172.00,4717.00,2413.00,2885.00,5025.00,4503.00
ENSG00000126267,COX6B1,1340.00,2331.00,4743.00,5051.00,3553.00,3320.00,2142.00,6822.00,4319.00,8214.00,7140.00,2655.00,2500.00,1413.00,2639.00,3237.00,1540.00,1953.00,1907.00,3017.00,3177.00
ENSG00000154736,ADAMTS5,11096.00,489.00,117.00,613.00,120.00,385.00,414.00,409.00,287.00,636.00,42.00,1400.00,8410.00,2572.00,3197.00,1906.00,1448.00,3080.00,2299.00,941.00,2656.00
ENSG00000110917,MLEC,9761.00,4483.00,5869.00,3856.00,5687.00,11794.00,5723.00,3545.00,7834.00,3046.00,4923.00,5870.00,6114.00,5663.00,8423.00,6312.00,6615.00,6263.00,4344.00,5997.00,6879.00
ENSG00000172380,GNG12,55970.00,2001.00,2938.00,986.00,179.00,2364.00,2619.00,1649.00,914.00,1165.00,2486.00,2616.00,4925.00,3770.00,7362.00,3969.00,4148.00,5501.00,4554.00,2535.00,6529.00
ENSG00000109472,CPE,1363.00,384.00,923.00,1022.00,362.00,1333.00,352.00,672.00,209.00,265.00,662.00,4709.00,4569.00,4014.00,3867.00,3843.00,3886.00,3022.00,6150.00,1997.00,4212.00
ENSG00000129116,PALLD,23022.00,4514.00,2146.00,4335.00,2481.00,5887.00,3398.00,2362.00,1510.00,1714.00,1062.00,7205.00,2937.00,6023.00,4388.00,4583.00,7060.00,5039.00,7176.00,4583.00,3517.00
ENSG00000112308,C6orf62,81688.00,4490.00,3787.00,5459.00,5069.00,4744.00,4365.00,9689.00,2551.00,9039.00,2841.00,3922.00,4007.00,2948.00,3215.00,3511.00,3772.00,3836.00,2648.00,3477.00,2660.00
ENSG00000117519,CNN3,1266.00,5077.00,9406.00,1793.00,2459.00,6427.00,7678.00,6804.00,4579.00,3662.00,1257.00,5874.00,4967.00,4007.00,4888.00,4880.00,5704.00,5069.00,5712.00,3643.00,5589.00
ENSG00000105202,FBL,2091.00,5425.00,5126.00,3278.00,3809.00,949.00,2169.00,7775.00,5441.00,3770.00,6753.00,3758.00,1410.00,3217.00,1177.00,3015.00,2474.00,1828.00,2805.00,5263.00,1376.00
ENSG00000050628,PTGER3,5733.00,46.00,291.00,390.00,11.00,226.00,185.00,183.00,12.00,34.00,66.00,944.00,2705.00,1140.00,5599.00,2218.00,967.00,4890.00,1910.00,349.00,5809.00
ENSG00000102054,RBBP7,5931.00,2236.00,4941.00,2533.00,4133.00,2525.00,3427.00,8503.00,4755.00,8010.00,3895.00,2838.00,1776.00,2256.00,1830.00,2241.00,2392.00,2220.00,2400.00,2906.00,1827.00
ENSG00000105640,RPL18A,6142.00,2183.00,1203.00,3814.00,1626.00,1148.00,787.00,1980.00,9051.00,2455.00,3191.00,2502.00,1326.00,2579.00,1095.00,2330.00,1345.00,1197.00,1501.00,5218.00,1042.00
ENSG00000277443,MARCKS,4082.00,6894.00,3899.00,3991.00,7071.00,10179.00,5929.00,6317.00,4876.00,2403.00,2926.00,5207.00,5335.00,4433.00,3309.00,5058.00,5043.00,3159.00,3796.00,5123.00,1684.00
ENSG00000147251,DOCK11,139818.00,380.00,388.00,58.00,31.00,1327.00,552.00,247.00,354.00,282.00,177.00,516.00,4342.00,673.00,5187.00,1887.00,1004.00,2591.00,1208.00,210.00,6864.00
ENSG00000198502,HLA-DRB5,3127.00,5830.00,5739.00,323.00,66.00,1442.00,4068.00,108.00,1899.00,480.00,419.00,839.00,3714.00,146.00,3014.00,959.00,3912.00,2618.00,522.00,4143.00,1451.00
ENSG00000205002,C8orf85,441376.00,1718.00,1072.00,8620.00,1434.00,0.00,744.00,956.00,403.00,2473.00,541.00,283.00,0.00,433.00,8.00,193.00,301.00,190.00,230.00,616.00,14.00
ENSG00000088986,DYNLL1,8655.00,5741.00,5222.00,7524.00,6240.00,3170.00,3230.00,10026.00,5536.00,4761.00,4858.00,3641.00,3327.00,2694.00,3465.00,3682.00,2212.00,2602.00,2784.00,4006.00,3846.00
ENSG00000110958,PTGES3,10728.00,7058.00,5933.00,3364.00,10391.00,6379.00,3988.00,9559.00,9043.00,5689.00,7726.00,4797.00,5169.00,4906.00,5011.00,5276.00,5732.00,4938.00,5636.00,5218.00,3695.00
ENSG00000213639,PPP1CB,5500.00,8474.00,9462.00,9175.00,7963.00,9044.00,10220.00,10994.00,8794.00,7874.00,10893.00,5256.00,5478.00,9303.00,6459.00,5852.00,7460.00,7527.00,7186.00,6185.00,4272.00
ENSG00000123104,ITPR2,3709.00,1043.00,698.00,688.00,526.00,2699.00,1730.00,5176.00,5470.00,2117.00,453.00,3246.00,1760.00,6440.00,3443.00,1367.00,6023.00,4573.00,2790.00,1960.00,2271.00
ENSG00000134762,DSC3,1825.00,1620.00,4081.00,578.00,30.00,30.00,1635.00,988.00,6553.00,6239.00,650.00,1044.00,80.00,1644.00,135.00,788.00,1039.00,1695.00,1126.00,867.00,95.00
ENSG00000112297,AIM1,202.00,9248.00,1962.00,374.00,524.00,2809.00,2746.00,5196.00,910.00,1430.00,2588.00,2178.00,1809.00,3917.00,2704.00,2524.00,2958.00,3362.00,2093.00,2987.00,2614.00
ENSG00000100380,ST13,6767.00,3081.00,3598.00,3268.00,5080.00,5711.00,2857.00,6293.00,3844.00,7623.00,4953.00,5888.00,6315.00,6781.00,10593.00,6178.00,5940.00,6875.00,6660.00,6652.00,8076.00
ENSG00000154451,GBP5,115362.00,7803.00,2218.00,97.00,26.00,798.00,3968.00,312.00,997.00,325.00,93.00,75.00,142.00,14.00,68.00,93.00,223.00,37.00,96.00,47.00,141.00
ENSG00000124253,PCK1,5105.00,0.00,11.00,0.00,1.00,1.00,1.00,16.00,6.00,0.00,61.00,28.00,2477.00,391.00,7942.00,1604.00,447.00,1024.00,1026.00,39.00,3219.00
ENSG00000147872,PLIN2,123.00,2424.00,2326.00,1397.00,2543.00,953.00,1210.00,2553.00,2831.00,965.00,8563.00,1593.00,4710.00,1064.00,4180.00,3282.00,1272.00,2919.00,1637.00,718.00,5079.00
ENSG00000187079,TEAD1,7003.00,1197.00,1476.00,951.00,1468.00,1138.00,2061.00,1905.00,1079.00,1024.00,1216.00,1226.00,4592.00,3132.00,7805.00,2070.00,2439.00,4460.00,2338.00,968.00,6024.00
ENSG00000113732,ATP6V0E1,8992.00,2738.00,3335.00,10851.00,2919.00,4923.00,2159.00,2257.00,3124.00,1720.00,3493.00,3535.00,3835.00,2077.00,3689.00,3929.00,2615.00,3224.00,2989.00,3434.00,4294.00
ENSG00000233276,GPX1,2876.00,2350.00,4001.00,4453.00,1032.00,767.00,2801.00,962.00,3509.00,2159.00,1237.00,4190.00,4998.00,2141.00,5575.00,7086.00,1822.00,3903.00,3177.00,5012.00,6787.00
ENSG00000138758,11-Sep,55752.00,2422.00,2872.00,1300.00,2695.00,2465.00,3596.00,2394.00,1565.00,2507.00,2292.00,1423.00,5257.00,2614.00,7169.00,2740.00,2139.00,4680.00,2753.00,1516.00,8462.00
ENSG00000097033,SH3GLB1,51100.00,3532.00,3417.00,2069.00,3457.00,2193.00,3108.00,3427.00,2285.00,1959.00,3569.00,2627.00,6049.00,3934.00,7938.00,4113.00,3794.00,5752.00,4310.00,2176.00,8813.00
ENSG00000070614,NDST1,3340.00,2517.00,1964.00,2874.00,4430.00,2930.00,2624.00,1398.00,2568.00,2893.00,2660.00,4757.00,4012.00,7987.00,5544.00,6165.00,6832.00,5966.00,4331.00,6076.00,6463.00
ENSG00000042493,CAPG,822.00,6094.00,8339.00,2194.00,2134.00,2052.00,3092.00,944.00,3822.00,3488.00,4170.00,2826.00,1190.00,1328.00,935.00,3072.00,2188.00,1293.00,1597.00,4634.00,1464.00
ENSG00000108424,KPNB1,3837.00,6131.00,7360.00,3983.00,7093.00,7782.00,8083.00,6035.00,4838.00,11567.00,5716.00,4713.00,4989.00,4702.00,5190.00,3801.00,4328.00,4634.00,3961.00,6697.00,4668.00
ENSG00000225967,TAP2,6891.00,5978.00,6057.00,908.00,451.00,370.00,5789.00,1450.00,3626.00,1965.00,258.00,1077.00,1156.00,895.00,920.00,1232.00,1530.00,911.00,1065.00,1234.00,904.00
ENSG00000118804,STBD1,8987.00,293.00,390.00,254.00,208.00,365.00,299.00,156.00,153.00,376.00,994.00,654.00,3600.00,847.00,7956.00,1344.00,1099.00,2543.00,1273.00,643.00,3641.00
ENSG00000171227,TMEM37,140738.00,65.00,170.00,69.00,52.00,159.00,88.00,99.00,36.00,39.00,111.00,513.00,4015.00,394.00,4363.00,2744.00,684.00,1579.00,1121.00,206.00,6852.00
ENSG00000163297,ANTXR2,118429.00,620.00,955.00,749.00,108.00,555.00,1235.00,299.00,282.00,388.00,556.00,1101.00,5569.00,1757.00,5257.00,2548.00,1687.00,2566.00,2226.00,653.00,6465.00
ENSG00000174282,ZBTB4,57659.00,1102.00,1616.00,1752.00,887.00,2090.00,1531.00,573.00,1371.00,730.00,1110.00,3756.00,4074.00,3885.00,6751.00,4005.00,3983.00,4311.00,4446.00,2837.00,6638.00
ENSG00000123562,MORF4L2,9643.00,9530.00,5540.00,7554.00,6577.00,5626.00,3884.00,9292.00,6479.00,5326.00,6358.00,5151.00,3389.00,3749.00,3181.00,3805.00,4042.00,5999.00,3946.00,4060.00,3399.00
ENSG00000181789,COPG,22820.00,6230.00,4933.00,4872.00,10440.00,7007.00,8242.00,5373.00,5520.00,3085.00,5234.00,3892.00,3734.00,3486.00,3642.00,4682.00,2892.00,3729.00,3479.00,4674.00,3771.00
ENSG00000126247,CAPNS1,826.00,5898.00,9195.00,7963.00,6076.00,6709.00,5862.00,7798.00,5193.00,8087.00,6484.00,7647.00,8862.00,4763.00,8217.00,11756.00,4952.00,7458.00,6625.00,10692.00,9349.00
ENSG00000111206,FOXM1,2305.00,2585.00,3092.00,1495.00,3100.00,762.00,4608.00,5636.00,4950.00,3049.00,2084.00,139.00,404.00,204.00,29.00,103.00,69.00,105.00,62.00,236.00,37.00
ENSG00000103876,FAH,2184.00,368.00,618.00,352.00,150.00,4361.00,508.00,1018.00,383.00,855.00,1266.00,1034.00,3545.00,637.00,6726.00,3685.00,1031.00,2510.00,1433.00,1217.00,5219.00
ENSG00000118849,RARRES1,5918.00,440.00,7868.00,512.00,127.00,211.00,4180.00,2067.00,3032.00,189.00,2302.00,2124.00,413.00,994.00,185.00,717.00,2315.00,1810.00,651.00,2554.00,264.00
ENSG00000197329,PELI1,57162.00,883.00,585.00,1283.00,1065.00,544.00,734.00,9161.00,1088.00,1428.00,2648.00,973.00,797.00,2154.00,974.00,820.00,1229.00,1040.00,1364.00,931.00,821.00
ENSG00000124126,PREX1,57580.00,1327.00,588.00,547.00,228.00,1085.00,1181.00,323.00,1019.00,577.00,1617.00,4468.00,1060.00,5072.00,803.00,2520.00,3090.00,6835.00,4018.00,3578.00,750.00
ENSG00000135390,ATP5G2,517.00,2726.00,2899.00,5239.00,5612.00,3209.00,1630.00,6190.00,8946.00,3326.00,5970.00,5810.00,3277.00,3961.00,3052.00,5222.00,3648.00,2995.00,3527.00,7580.00,2753.00
ENSG00000165029,ABCA1,19.00,770.00,434.00,382.00,138.00,928.00,1761.00,457.00,211.00,825.00,376.00,719.00,7357.00,1082.00,5185.00,1714.00,1644.00,3131.00,1309.00,292.00,3383.00
ENSG00000004059,ARF5,381.00,1905.00,3606.00,8021.00,4232.00,2902.00,3158.00,3391.00,6169.00,5459.00,5455.00,2999.00,1709.00,1731.00,1198.00,2493.00,1640.00,1440.00,1555.00,3807.00,1462.00
ENSG00000158195,WASF2,10163.00,5154.00,4023.00,3161.00,7183.00,3099.00,4600.00,1801.00,2583.00,5954.00,5153.00,4727.00,7590.00,6027.00,8743.00,5954.00,5706.00,5809.00,5185.00,4887.00,8667.00
ENSG00000169714,CNBP,7555.00,10109.00,5982.00,5200.00,8905.00,4407.00,7239.00,12411.00,9464.00,6383.00,6652.00,9238.00,6902.00,6184.00,7461.00,7820.00,9287.00,7250.00,8982.00,7910.00,7608.00
ENSG00000059588,TARBP1,6894.00,929.00,1144.00,1925.00,8885.00,891.00,704.00,1669.00,1082.00,2355.00,939.00,783.00,426.00,886.00,424.00,450.00,854.00,711.00,487.00,615.00,345.00
