Ensembl,HGNC,Entrez,TNBC1,TNBC2,TNBC3,TNBC4,TNBC5,TNBC6,TNBC7,TNBC8,TNBC9,TNBC10,Normal1,Normal2,Normal3,Normal4,Normal5,Normal6,Normal7,Normal8,Normal9,Normal10
ENSG00000100243,CYB5R3,1727.00,3368.00,4207.00,5234.00,7004.00,4302.00,3499.00,2410.00,1919.00,4268.00,4588.00,5641.00,9004.00,4343.00,15348.00,13132.00,3810.00,8758.00,6448.00,4919.00,12272.00
ENSG00000168385,2-Sep,4735.00,11547.00,6667.00,6091.00,4982.00,9406.00,5950.00,7339.00,13958.00,6793.00,5315.00,11069.00,13064.00,9168.00,16263.00,9967.00,9312.00,14757.00,13953.00,7608.00,16045.00
ENSG00000110492,MDK,4192.00,1779.00,5686.00,8730.00,13436.00,1379.00,2961.00,1330.00,9755.00,2219.00,8021.00,5723.00,291.00,2339.00,261.00,1944.00,2060.00,1088.00,1140.00,3855.00,294.00
ENSG00000150593,PDCD4,27250.00,3100.00,941.00,3349.00,14310.00,3822.00,4717.00,3161.00,7686.00,4148.00,14046.00,6925.00,2947.00,11048.00,2654.00,5788.00,5621.00,3918.00,5625.00,6794.00,2672.00
ENSG00000164104,HMGB2,3148.00,7034.00,6706.00,8460.00,15238.00,560.00,1779.00,4044.00,6316.00,4729.00,3104.00,1725.00,1526.00,1031.00,1052.00,1179.00,1565.00,1137.00,1360.00,1064.00,1171.00
ENSG00000228080,HLA-DRB1,3123.00,11141.00,13585.00,418.00,426.00,3706.00,7318.00,501.00,8459.00,1782.00,1485.00,4680.00,6970.00,969.00,5265.00,5166.00,7152.00,4796.00,2099.00,7688.00,4556.00
ENSG00000277354,CRIM1,51232.00,1198.00,1447.00,934.00,757.00,1011.00,1733.00,768.00,1334.00,782.00,1399.00,4578.00,6744.00,6253.00,12191.00,5463.00,7225.00,10021.00,8643.00,3619.00,8856.00
ENSG00000126709,IFI6,2537.00,2903.00,11442.00,872.00,934.00,353.00,12532.00,4356.00,2043.00,1151.00,447.00,3716.00,897.00,517.00,461.00,1367.00,7653.00,739.00,590.00,428.00,633.00
ENSG00000169692,AGPAT2,10555.00,616.00,1612.00,1110.00,567.00,384.00,603.00,319.00,239.00,1568.00,1215.00,972.00,5748.00,1211.00,11959.00,6380.00,1403.00,4345.00,2543.00,1365.00,12525.00
ENSG00000101825,MXRA5,25878.00,7088.00,11087.00,2370.00,738.00,12314.00,11666.00,1632.00,649.00,3488.00,1923.00,3180.00,6373.00,7789.00,2131.00,3930.00,2079.00,7445.00,3129.00,2406.00,4131.00
ENSG00000106263,EIF3B,8662.00,5667.00,7721.00,3550.00,5732.00,4909.00,17765.00,8129.00,8043.00,9492.00,11174.00,4071.00,2987.00,4117.00,3797.00,3843.00,3186.00,3383.00,2844.00,6228.00,3512.00
ENSG00000245848,CEBPA,1050.00,375.00,361.00,847.00,807.00,707.00,461.00,103.00,302.00,182.00,9728.00,587.00,4568.00,1123.00,12375.00,5804.00,1649.00,3456.00,2648.00,638.00,8840.00
ENSG00000163931,TKT,7086.00,9327.00,7715.00,4629.00,1461.00,10089.00,6578.00,4749.00,5061.00,6353.00,13839.00,3857.00,7229.00,3472.00,14667.00,7078.00,2666.00,5243.00,4260.00,7041.00,12770.00
ENSG00000135447,PPP1R1A,5502.00,102.00,74.00,4021.00,6822.00,36.00,61.00,55.00,95.00,115.00,166.00,363.00,7125.00,774.00,10217.00,3451.00,1548.00,3594.00,2141.00,818.00,11998.00
ENSG00000010319,SEMA3G,56920.00,211.00,162.00,643.00,260.00,102.00,146.00,157.00,158.00,127.00,60.00,1874.00,7357.00,2057.00,8164.00,7369.00,1819.00,5220.00,3503.00,880.00,12725.00
ENSG00000163902,RPN1,6184.00,9528.00,10075.00,7601.00,19045.00,7684.00,8063.00,13331.00,9778.00,5765.00,10071.00,6588.00,5465.00,4186.00,4184.00,6637.00,4329.00,5148.00,5062.00,7008.00,4902.00
ENSG00000102316,MAGED2,10916.00,2493.00,3190.00,5404.00,3112.00,11026.00,5837.00,1640.00,5118.00,3815.00,3603.00,10814.00,2563.00,8618.00,2444.00,7234.00,8009.00,11612.00,5643.00,13728.00,2661.00
ENSG00000189334,S100A14,57402.00,4147.00,3289.00,474.00,642.00,34.00,1311.00,526.00,8988.00,1912.00,14673.00,2066.00,20.00,1070.00,46.00,632.00,958.00,277.00,809.00,3391.00,29.00
ENSG00000114867,EIF4G1,1981.00,12455.00,15303.00,4201.00,10952.00,7912.00,17560.00,2707.00,9098.00,13172.00,11146.00,7933.00,6690.00,7984.00,8361.00,7157.00,5747.00,7745.00,6292.00,9356.00,7956.00
ENSG00000138095,LRPPRC,10128.00,5104.00,3297.00,2098.00,2883.00,5174.00,8153.00,9025.00,7057.00,17181.00,9931.00,3112.00,3338.00,3665.00,4179.00,2567.00,3644.00,4320.00,2971.00,3263.00,3009.00
ENSG00000100146,SOX10,6663.00,5.00,579.00,6986.00,14275.00,0.00,2553.00,7460.00,138.00,2221.00,2.00,1853.00,3.00,4881.00,107.00,819.00,1711.00,682.00,1422.00,4163.00,108.00
ENSG00000163682,RPL9,6133.00,123.00,473.00,15713.00,1739.00,873.00,2271.00,438.00,551.00,330.00,7093.00,331.00,231.00,266.00,2605.00,3319.00,2565.00,2239.00,3049.00,383.00,271.00
